City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,57,36,-37%,20240726,Althea,1748029276,listeners
Atlanta,1,2,+100%,20240726,Althea,1748029276,listeners
New York City,1,2,+100%,20240726,Althea,1748029276,listeners
Albuquerque,0,1,-,20240726,Althea,1748029276,listeners
Austin,1,1,0%,20240726,Althea,1748029276,listeners
Baltimore,1,1,0%,20240726,Althea,1748029276,listeners
Baton Rouge,0,1,-,20240726,Althea,1748029276,listeners
Birmingham,0,1,-,20240726,Althea,1748029276,listeners
Boise,0,1,-,20240726,Althea,1748029276,listeners
Charlotte,1,1,0%,20240726,Althea,1748029276,listeners
Dallas,2,1,-50%,20240726,Althea,1748029276,listeners
Denver,2,1,-50%,20240726,Althea,1748029276,listeners
Frankfurt Am Main,0,1,-,20240726,Althea,1748029276,listeners
Georgetown,0,1,-,20240726,Althea,1748029276,listeners
Hamilton,1,1,0%,20240726,Althea,1748029276,listeners
Hartford,1,1,0%,20240726,Althea,1748029276,listeners
Houston,0,1,-,20240726,Althea,1748029276,listeners
Las Vegas,3,1,-67%,20240726,Althea,1748029276,listeners
Lima,0,1,-,20240726,Althea,1748029276,listeners
Milwaukee,0,1,-,20240726,Althea,1748029276,listeners
Montréal,1,1,0%,20240726,Althea,1748029276,listeners
Nashville,0,1,-,20240726,Althea,1748029276,listeners
New Haven,1,1,0%,20240726,Althea,1748029276,listeners
Pittsburgh,0,1,-,20240726,Althea,1748029276,listeners
Portland,3,1,-67%,20240726,Althea,1748029276,listeners
Providence,0,1,-,20240726,Althea,1748029276,listeners
Roanoke,0,1,-,20240726,Althea,1748029276,listeners
Seattle,3,1,-67%,20240726,Althea,1748029276,listeners
St. Louis,0,1,-,20240726,Althea,1748029276,listeners
Syracuse,0,1,-,20240726,Althea,1748029276,listeners
Topeka,1,1,0%,20240726,Althea,1748029276,listeners
Tulsa,0,1,-,20240726,Althea,1748029276,listeners
Vancouver,1,1,0%,20240726,Althea,1748029276,listeners
"Washington, D.C.",1,1,0%,20240726,Althea,1748029276,listeners
Wichita,0,1,-,20240726,Althea,1748029276,listeners
Ames,1,0,-100%,20240726,Althea,1748029276,listeners
Boston,2,0,-100%,20240726,Althea,1748029276,listeners
Concord,1,0,-100%,20240726,Althea,1748029276,listeners
Detroit,1,0,-100%,20240726,Althea,1748029276,listeners
Edinburgh,0,0,-,20240726,Althea,1748029276,listeners
Fort Collins,1,0,-100%,20240726,Althea,1748029276,listeners
Indianapolis,2,0,-100%,20240726,Althea,1748029276,listeners
Kansas City,0,0,-100%,20240726,Althea,1748029276,listeners
Minneapolis,1,0,-100%,20240726,Althea,1748029276,listeners
Orlando,1,0,-100%,20240726,Althea,1748029276,listeners
Osaka,5,0,-100%,20240726,Althea,1748029276,listeners
Philadelphia,1,0,-100%,20240726,Althea,1748029276,listeners
Phoenix,4,0,-100%,20240726,Althea,1748029276,listeners
Prague,1,0,-100%,20240726,Althea,1748029276,listeners
Salt Lake City,1,0,-100%,20240726,Althea,1748029276,listeners
San Jose,1,0,-100%,20240726,Althea,1748029276,listeners
Seoul,1,0,-100%,20240726,Althea,1748029276,listeners
Spokane,0,0,-,20240726,Althea,1748029276,listeners
Sturgis,1,0,-100%,20240726,Althea,1748029276,listeners
Tokyo,2,0,-100%,20240726,Althea,1748029276,listeners
Toronto,0,0,-,20240726,Althea,1748029276,listeners
Vienna,1,0,-100%,20240726,Althea,1748029276,listeners
Worcester,1,0,-100%,20240726,Althea,1748029276,listeners
