City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,19,7,-63%,20231117,Crash,1711474239
Toronto,0,2,-,20231117,Crash,1711474239
Hartford,0,1,-,20231117,Crash,1711474239
Nashville,0,1,-,20231117,Crash,1711474239
Orlando,0,1,-,20231117,Crash,1711474239
Sacramento,0,1,-,20231117,Crash,1711474239
St. Louis,0,1,-,20231117,Crash,1711474239
Dallas,1,0,-100%,20231117,Crash,1711474239
Daytona Beach,1,0,-100%,20231117,Crash,1711474239
Denver,3,0,-100%,20231117,Crash,1711474239
Gunnison,2,0,-100%,20231117,Crash,1711474239
Houston,1,0,-100%,20231117,Crash,1711474239
Kingston Upon Hull,2,0,-100%,20231117,Crash,1711474239
Las Vegas,2,0,-100%,20231117,Crash,1711474239
Leesburg,1,0,-100%,20231117,Crash,1711474239
London,1,0,-100%,20231117,Crash,1711474239
Mexico City,1,0,-100%,20231117,Crash,1711474239
New York City,2,0,-100%,20231117,Crash,1711474239
Raleigh,1,0,-100%,20231117,Crash,1711474239
Saint George's,1,0,-100%,20231117,Crash,1711474239
