City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,6,8,+33%,20231208,Cycles,1711474233,listeners
Chicago,0,2,-,20231208,Cycles,1711474233,listeners
Castle Rock,0,1,-,20231208,Cycles,1711474233,listeners
Dallas,1,1,0%,20231208,Cycles,1711474233,listeners
Denver,2,1,-50%,20231208,Cycles,1711474233,listeners
Las Vegas,0,1,-,20231208,Cycles,1711474233,listeners
Topeka,0,1,-,20231208,Cycles,1711474233,listeners
Toronto,0,1,-,20231208,Cycles,1711474233,listeners
Hartford,1,0,-100%,20231208,Cycles,1711474233,listeners
Rochester,1,0,-100%,20231208,Cycles,1711474233,listeners
Stamford,1,0,-100%,20231208,Cycles,1711474233,listeners
