City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,239,257,+8%,20250328,That Thing,1807227251,listeners
Atlanta,5,10,+100%,20250328,That Thing,1807227251,listeners
Chicago,5,9,+80%,20250328,That Thing,1807227251,listeners
Denver,15,9,-40%,20250328,That Thing,1807227251,listeners
New York City,7,8,+14%,20250328,That Thing,1807227251,listeners
Los Angeles,4,6,+50%,20250328,That Thing,1807227251,listeners
Charlotte,3,5,+67%,20250328,That Thing,1807227251,listeners
London,3,5,+67%,20250328,That Thing,1807227251,listeners
San Jose,3,5,+67%,20250328,That Thing,1807227251,listeners
Portland,3,4,+33%,20250328,That Thing,1807227251,listeners
Roanoke,0,4,-,20250328,That Thing,1807227251,listeners
Rochester,0,4,-,20250328,That Thing,1807227251,listeners
Seattle,7,4,-43%,20250328,That Thing,1807227251,listeners
Boston,2,3,+50%,20250328,That Thing,1807227251,listeners
Hartford,1,3,+200%,20250328,That Thing,1807227251,listeners
Houston,2,3,+50%,20250328,That Thing,1807227251,listeners
Indianapolis,1,3,+200%,20250328,That Thing,1807227251,listeners
Las Vegas,2,3,+50%,20250328,That Thing,1807227251,listeners
Minneapolis,5,3,-40%,20250328,That Thing,1807227251,listeners
Nashville,4,3,-25%,20250328,That Thing,1807227251,listeners
Oklahoma City,1,3,+200%,20250328,That Thing,1807227251,listeners
Orlando,3,3,0%,20250328,That Thing,1807227251,listeners
Raleigh,0,3,-,20250328,That Thing,1807227251,listeners
Salt Lake City,5,3,-40%,20250328,That Thing,1807227251,listeners
San Antonio,1,3,+200%,20250328,That Thing,1807227251,listeners
Sydney,0,3,-,20250328,That Thing,1807227251,listeners
Tacoma,1,3,+200%,20250328,That Thing,1807227251,listeners
Asheville,1,2,+100%,20250328,That Thing,1807227251,listeners
Brisbane,0,2,-,20250328,That Thing,1807227251,listeners
Calgary,1,2,+100%,20250328,That Thing,1807227251,listeners
Cape Coral,0,2,-,20250328,That Thing,1807227251,listeners
Christchurch,0,2,-,20250328,That Thing,1807227251,listeners
Cincinnati,1,2,+100%,20250328,That Thing,1807227251,listeners
Cleveland,1,2,+100%,20250328,That Thing,1807227251,listeners
Columbus,1,2,+100%,20250328,That Thing,1807227251,listeners
Dallas,5,2,-60%,20250328,That Thing,1807227251,listeners
Detroit,3,2,-33%,20250328,That Thing,1807227251,listeners
Glasgow,0,2,-,20250328,That Thing,1807227251,listeners
Johannesburg,0,2,-,20250328,That Thing,1807227251,listeners
Kelowna,0,2,-,20250328,That Thing,1807227251,listeners
Lansing,1,2,+100%,20250328,That Thing,1807227251,listeners
Mesa,0,2,-,20250328,That Thing,1807227251,listeners
Milwaukee,0,2,-,20250328,That Thing,1807227251,listeners
Montréal,1,2,+100%,20250328,That Thing,1807227251,listeners
Osaka,2,2,0%,20250328,That Thing,1807227251,listeners
Sacramento,1,2,+100%,20250328,That Thing,1807227251,listeners
San Diego,2,2,0%,20250328,That Thing,1807227251,listeners
Syracuse,0,2,-,20250328,That Thing,1807227251,listeners
Tokyo,1,2,+100%,20250328,That Thing,1807227251,listeners
Wichita,2,2,0%,20250328,That Thing,1807227251,listeners
Wilmington,1,2,+100%,20250328,That Thing,1807227251,listeners
Allentown,0,1,-,20250328,That Thing,1807227251,listeners
Amsterdam,0,1,-,20250328,That Thing,1807227251,listeners
Auckland,0,1,-,20250328,That Thing,1807227251,listeners
Bakersfield,0,1,-,20250328,That Thing,1807227251,listeners
Baltimore,3,1,-67%,20250328,That Thing,1807227251,listeners
Barnstable,0,1,-,20250328,That Thing,1807227251,listeners
Bayonne,0,1,-,20250328,That Thing,1807227251,listeners
Bemidji,0,1,-,20250328,That Thing,1807227251,listeners
Boise,1,1,0%,20250328,That Thing,1807227251,listeners
Bordeaux,0,1,-,20250328,That Thing,1807227251,listeners
Boulder,0,1,-,20250328,That Thing,1807227251,listeners
Bratislava,0,1,-,20250328,That Thing,1807227251,listeners
Brockton,1,1,0%,20250328,That Thing,1807227251,listeners
Burlington,0,1,-,20250328,That Thing,1807227251,listeners
Cape Town,1,1,0%,20250328,That Thing,1807227251,listeners
Charleroi,0,1,-,20250328,That Thing,1807227251,listeners
Charleston,0,1,-,20250328,That Thing,1807227251,listeners
Chowchilla,0,1,-,20250328,That Thing,1807227251,listeners
Circleville,0,1,-,20250328,That Thing,1807227251,listeners
Cookeville,1,1,0%,20250328,That Thing,1807227251,listeners
Crawfordsville,0,1,-,20250328,That Thing,1807227251,listeners
Dublin,0,1,-,20250328,That Thing,1807227251,listeners
Edmonton,2,1,-50%,20250328,That Thing,1807227251,listeners
Fort Wayne,0,1,-,20250328,That Thing,1807227251,listeners
Fort Worth,2,1,-50%,20250328,That Thing,1807227251,listeners
Frankfurt Am Main,0,1,-,20250328,That Thing,1807227251,listeners
Gastonia,0,1,-,20250328,That Thing,1807227251,listeners
Gordon,0,1,-,20250328,That Thing,1807227251,listeners
Helsinki,0,1,-,20250328,That Thing,1807227251,listeners
Hendersonville,0,1,-,20250328,That Thing,1807227251,listeners
Jacksonville,0,1,-,20250328,That Thing,1807227251,listeners
Joliette,0,1,-,20250328,That Thing,1807227251,listeners
Kaohsiung,0,1,-,20250328,That Thing,1807227251,listeners
Knoxville,0,1,-,20250328,That Thing,1807227251,listeners
Lake Butler,0,1,-,20250328,That Thing,1807227251,listeners
Lausanne,1,1,0%,20250328,That Thing,1807227251,listeners
Leesburg,0,1,-,20250328,That Thing,1807227251,listeners
Leuven,0,1,-,20250328,That Thing,1807227251,listeners
Lexington-Fayette,0,1,-,20250328,That Thing,1807227251,listeners
Los Mochis,0,1,-,20250328,That Thing,1807227251,listeners
Lubbock,1,1,0%,20250328,That Thing,1807227251,listeners
