City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,28,15,-46%,20240830,Althea,1748029276
Charlotte,0,2,-,20240830,Althea,1748029276
Detroit,0,2,-,20240830,Althea,1748029276
Portland,1,2,+100%,20240830,Althea,1748029276
Amsterdam,0,1,-,20240830,Althea,1748029276
Atlanta,0,1,-,20240830,Althea,1748029276
Glasgow,0,1,-,20240830,Althea,1748029276
Montréal,0,1,-,20240830,Althea,1748029276
Oakland,0,1,-,20240830,Althea,1748029276
Salt Lake City,0,1,-,20240830,Althea,1748029276
Sydney,3,1,-67%,20240830,Althea,1748029276
Toronto,2,1,-50%,20240830,Althea,1748029276
Worcester,0,1,-,20240830,Althea,1748029276
Baltimore,1,0,-100%,20240830,Althea,1748029276
Billings,1,0,-100%,20240830,Althea,1748029276
Denver,1,0,-100%,20240830,Althea,1748029276
Des Moines,1,0,-100%,20240830,Althea,1748029276
Las Vegas,1,0,-100%,20240830,Althea,1748029276
London,1,0,-100%,20240830,Althea,1748029276
Minneapolis,1,0,-100%,20240830,Althea,1748029276
Nashville,1,0,-100%,20240830,Althea,1748029276
New York City,1,0,-100%,20240830,Althea,1748029276
Newport News,1,0,-100%,20240830,Althea,1748029276
Paris,3,0,-100%,20240830,Althea,1748029276
Philadelphia,1,0,-100%,20240830,Althea,1748029276
Pittsburgh,1,0,-100%,20240830,Althea,1748029276
Red Deer,2,0,-100%,20240830,Althea,1748029276
San Diego,3,0,-100%,20240830,Althea,1748029276
Santiago,1,0,-100%,20240830,Althea,1748029276
