City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,7,8,+14%,20231124,Crash,1711474239
Tokyo,0,4,-,20231124,Crash,1711474239
Denver,0,1,-,20231124,Crash,1711474239
New York City,0,1,-,20231124,Crash,1711474239
Philadelphia,0,1,-,20231124,Crash,1711474239
St. Louis,1,1,0%,20231124,Crash,1711474239
Hartford,1,0,-100%,20231124,Crash,1711474239
Nashville,1,0,-100%,20231124,Crash,1711474239
Orlando,1,0,-100%,20231124,Crash,1711474239
Sacramento,1,0,-100%,20231124,Crash,1711474239
Toronto,2,0,-100%,20231124,Crash,1711474239
