City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,8,7,-13%,20231222,Cycles,1711474233,listeners
Chicago,1,1,0%,20231222,Cycles,1711474233,listeners
Montréal,0,1,-,20231222,Cycles,1711474233,listeners
Orangeville,0,1,-,20231222,Cycles,1711474233,listeners
Paris,0,1,-,20231222,Cycles,1711474233,listeners
Rochester,0,1,-,20231222,Cycles,1711474233,listeners
Tokyo,1,1,0%,20231222,Cycles,1711474233,listeners
Worcester,0,1,-,20231222,Cycles,1711474233,listeners
Detroit,1,0,-100%,20231222,Cycles,1711474233,listeners
Los Angeles,1,0,-100%,20231222,Cycles,1711474233,listeners
Ottawa,1,0,-100%,20231222,Cycles,1711474233,listeners
San Jose,1,0,-100%,20231222,Cycles,1711474233,listeners
Toronto,1,0,-100%,20231222,Cycles,1711474233,listeners
