City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,8,8,0%,20250117,Althea,1748029276,listeners
Helsinki,0,1,-,20250117,Althea,1748029276,listeners
Ithaca,0,1,-,20250117,Althea,1748029276,listeners
Los Angeles,0,1,-,20250117,Althea,1748029276,listeners
Oakland,0,1,-,20250117,Althea,1748029276,listeners
Paris,1,1,0%,20250117,Althea,1748029276,listeners
Portland,0,1,-,20250117,Althea,1748029276,listeners
Vancouver,0,1,-,20250117,Althea,1748029276,listeners
"Washington, D.C.",0,1,-,20250117,Althea,1748029276,listeners
Anaheim,0,0,-,20250117,Althea,1748029276,listeners
Baltimore,1,0,-100%,20250117,Althea,1748029276,listeners
Cincinnati,1,0,-100%,20250117,Althea,1748029276,listeners
Denver,2,0,-100%,20250117,Althea,1748029276,listeners
Edmonton,0,0,-,20250117,Althea,1748029276,listeners
London,1,0,-100%,20250117,Althea,1748029276,listeners
New York City,1,0,-100%,20250117,Althea,1748029276,listeners
San Antonio,1,0,-100%,20250117,Althea,1748029276,listeners
