City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
Bangkok,0,2,-,20240712,Althea,1748029276,listeners
Buffalo,0,2,-,20240712,Althea,1748029276,listeners
Cape Town,1,2,+100%,20240712,Althea,1748029276,listeners
Cincinnati,4,2,-50%,20240712,Althea,1748029276,listeners
Halifax,2,2,0%,20240712,Althea,1748029276,listeners
Kansas City,3,2,-33%,20240712,Althea,1748029276,listeners
Lansing,2,2,0%,20240712,Althea,1748029276,listeners
Lausanne,1,2,+100%,20240712,Althea,1748029276,listeners
Madrid,3,2,-33%,20240712,Althea,1748029276,listeners
Melbourne,4,2,-50%,20240712,Althea,1748029276,listeners
Mexico City,3,2,-33%,20240712,Althea,1748029276,listeners
Nanjing,1,2,+100%,20240712,Althea,1748029276,listeners
Nashville,11,2,-82%,20240712,Althea,1748029276,listeners
New Haven,1,2,+100%,20240712,Althea,1748029276,listeners
Phoenix,3,2,-33%,20240712,Althea,1748029276,listeners
Sacramento,3,2,-33%,20240712,Althea,1748029276,listeners
San Francisco,0,2,-,20240712,Althea,1748029276,listeners
San Juan,0,2,-,20240712,Althea,1748029276,listeners
Spokane,2,2,0%,20240712,Althea,1748029276,listeners
Tampa,5,2,-60%,20240712,Althea,1748029276,listeners
Warsaw,0,2,-,20240712,Althea,1748029276,listeners
"Washington, D.C.",6,2,-67%,20240712,Althea,1748029276,listeners
Aberdeen,0,1,-,20240712,Althea,1748029276,listeners
Akron,1,1,0%,20240712,Althea,1748029276,listeners
Albany,0,1,-,20240712,Althea,1748029276,listeners
Amsterdam,2,1,-50%,20240712,Althea,1748029276,listeners
Athens,0,1,-,20240712,Althea,1748029276,listeners
Auburn,1,1,0%,20240712,Althea,1748029276,listeners
Barnstable,2,1,-50%,20240712,Althea,1748029276,listeners
Baton Rouge,1,1,0%,20240712,Althea,1748029276,listeners
Bellingham,1,1,0%,20240712,Althea,1748029276,listeners
Boston,4,1,-75%,20240712,Althea,1748029276,listeners
Bozeman,0,1,-,20240712,Althea,1748029276,listeners
Bridgewater,0,1,-,20240712,Althea,1748029276,listeners
Bristol,0,1,-,20240712,Althea,1748029276,listeners
Budapest,0,1,-,20240712,Althea,1748029276,listeners
Busan,1,1,0%,20240712,Althea,1748029276,listeners
Cardiff,0,1,-,20240712,Althea,1748029276,listeners
Coos Bay,0,1,-,20240712,Althea,1748029276,listeners
Dale City,0,1,-,20240712,Althea,1748029276,listeners
Düsseldorf,1,1,0%,20240712,Althea,1748029276,listeners
Edison,1,1,0%,20240712,Althea,1748029276,listeners
Elgin,0,1,-,20240712,Althea,1748029276,listeners
Fremont,1,1,0%,20240712,Althea,1748029276,listeners
Gastonia,1,1,0%,20240712,Althea,1748029276,listeners
Guadalajara,1,1,0%,20240712,Althea,1748029276,listeners
Guayaquil,0,1,-,20240712,Althea,1748029276,listeners
Hamburg,0,1,-,20240712,Althea,1748029276,listeners
Hammond,1,1,0%,20240712,Althea,1748029276,listeners
Hangzhou,0,1,-,20240712,Althea,1748029276,listeners
Hanoi,0,1,-,20240712,Althea,1748029276,listeners
Hartford,3,1,-67%,20240712,Althea,1748029276,listeners
Hawthorne,1,1,0%,20240712,Althea,1748029276,listeners
Helsinki,1,1,0%,20240712,Althea,1748029276,listeners
Indianapolis,7,1,-86%,20240712,Althea,1748029276,listeners
Istanbul,0,1,-,20240712,Althea,1748029276,listeners
Janesville,0,1,-,20240712,Althea,1748029276,listeners
Johannesburg,3,1,-67%,20240712,Althea,1748029276,listeners
Kelowna,0,1,-,20240712,Althea,1748029276,listeners
Knoxville,0,1,-,20240712,Althea,1748029276,listeners
Kuala Lumpur,0,1,-,20240712,Althea,1748029276,listeners
Kyiv,0,1,-,20240712,Althea,1748029276,listeners
Las Vegas,2,1,-50%,20240712,Althea,1748029276,listeners
Lebanon,0,1,-,20240712,Althea,1748029276,listeners
Lima,1,1,0%,20240712,Althea,1748029276,listeners
Linz,0,1,-,20240712,Althea,1748029276,listeners
Manchester,0,1,-,20240712,Althea,1748029276,listeners
Mililani Town,0,1,-,20240712,Althea,1748029276,listeners
Monterrey,0,1,-,20240712,Althea,1748029276,listeners
Moscow,1,1,0%,20240712,Althea,1748029276,listeners
Muscatine,0,1,-,20240712,Althea,1748029276,listeners
New Orleans,2,1,-50%,20240712,Althea,1748029276,listeners
Newbury,1,1,0%,20240712,Althea,1748029276,listeners
Newmarket,1,1,0%,20240712,Althea,1748029276,listeners
Oklahoma City,1,1,0%,20240712,Althea,1748029276,listeners
Olomouc,0,1,-,20240712,Althea,1748029276,listeners
Omaha,3,1,-67%,20240712,Althea,1748029276,listeners
Osaka,1,1,0%,20240712,Althea,1748029276,listeners
Oslo,1,1,0%,20240712,Althea,1748029276,listeners
Pittsburgh,3,1,-67%,20240712,Althea,1748029276,listeners
Portland,0,1,-,20240712,Althea,1748029276,listeners
Poznań,1,1,0%,20240712,Althea,1748029276,listeners
Prague,1,1,0%,20240712,Althea,1748029276,listeners
Providence,0,1,-,20240712,Althea,1748029276,listeners
Reno,0,1,-,20240712,Althea,1748029276,listeners
Richmond,1,1,0%,20240712,Althea,1748029276,listeners
Riga,0,1,-,20240712,Althea,1748029276,listeners
Riyadh,0,1,-,20240712,Althea,1748029276,listeners
Rockford,1,1,0%,20240712,Althea,1748029276,listeners
Sofia,0,1,-,20240712,Althea,1748029276,listeners
Spartanburg,0,1,-,20240712,Althea,1748029276,listeners
St. Louis,4,1,-75%,20240712,Althea,1748029276,listeners
Standish,0,1,-,20240712,Althea,1748029276,listeners
Sydney,4,1,-75%,20240712,Althea,1748029276,listeners
Syracuse,1,1,0%,20240712,Althea,1748029276,listeners
Taipei,3,1,-67%,20240712,Althea,1748029276,listeners
The Dalles,0,1,-,20240712,Althea,1748029276,listeners
Toledo,4,1,-75%,20240712,Althea,1748029276,listeners
West Chester,1,1,0%,20240712,Althea,1748029276,listeners
Wichita,1,1,0%,20240712,Althea,1748029276,listeners
Winkler,0,1,-,20240712,Althea,1748029276,listeners
Ystad,0,1,-,20240712,Althea,1748029276,listeners
Zagreb,0,1,-,20240712,Althea,1748029276,listeners
Zürich,1,1,0%,20240712,Althea,1748029276,listeners
Alexandria,1,0,-100%,20240712,Althea,1748029276,listeners
Anchorage,1,0,-100%,20240712,Althea,1748029276,listeners
Anderson,0,0,-100%,20240712,Althea,1748029276,listeners
Aspen,1,0,-100%,20240712,Althea,1748029276,listeners
Astoria,1,0,-100%,20240712,Althea,1748029276,listeners
Athens,1,0,-100%,20240712,Althea,1748029276,listeners
Auckland,1,0,-100%,20240712,Althea,1748029276,listeners
Barcelona,1,0,-100%,20240712,Althea,1748029276,listeners
Bay City,1,0,-100%,20240712,Althea,1748029276,listeners
Berlin,1,0,-100%,20240712,Althea,1748029276,listeners
Birmingham,8,0,-100%,20240712,Althea,1748029276,listeners
Boise,2,0,-100%,20240712,Althea,1748029276,listeners
Boone,1,0,-100%,20240712,Althea,1748029276,listeners
Brisbane,1,0,-100%,20240712,Althea,1748029276,listeners
Brunswick,1,0,-100%,20240712,Althea,1748029276,listeners
Buenos Aires,2,0,-100%,20240712,Althea,1748029276,listeners
Cleveland,1,0,-100%,20240712,Althea,1748029276,listeners
Colombo,1,0,-100%,20240712,Althea,1748029276,listeners
Columbia,0,0,-100%,20240712,Althea,1748029276,listeners
Columbia,1,0,-100%,20240712,Althea,1748029276,listeners
Copenhagen,1,0,-100%,20240712,Althea,1748029276,listeners
Courtenay,1,0,-100%,20240712,Althea,1748029276,listeners
Dayton,2,0,-100%,20240712,Althea,1748029276,listeners
Des Moines,2,0,-100%,20240712,Althea,1748029276,listeners
Deyang,1,0,-100%,20240712,Althea,1748029276,listeners
Durango,1,0,-100%,20240712,Althea,1748029276,listeners
East Pensacola Heights,1,0,-100%,20240712,Althea,1748029276,listeners
El Paso,1,0,-100%,20240712,Althea,1748029276,listeners
Evansville,1,0,-100%,20240712,Althea,1748029276,listeners
Fairmont,0,0,-,20240712,Althea,1748029276,listeners
Fort Collins,1,0,-100%,20240712,Althea,1748029276,listeners
Fort Worth,1,0,-100%,20240712,Althea,1748029276,listeners
Fresno,2,0,-100%,20240712,Althea,1748029276,listeners
Granby,1,0,-100%,20240712,Althea,1748029276,listeners
Greater Sudbury,1,0,-100%,20240712,Althea,1748029276,listeners
Hamilton,1,0,-100%,20240712,Althea,1748029276,listeners
Harrisburg,1,0,-100%,20240712,Althea,1748029276,listeners
Houston,2,0,-100%,20240712,Althea,1748029276,listeners
Huntersville,1,0,-100%,20240712,Althea,1748029276,listeners
Jackson,1,0,-100%,20240712,Althea,1748029276,listeners
Jinan,1,0,-100%,20240712,Althea,1748029276,listeners
Kaohsiung,1,0,-100%,20240712,Althea,1748029276,listeners
Kraków,1,0,-100%,20240712,Althea,1748029276,listeners
Kuwait City,1,0,-100%,20240712,Althea,1748029276,listeners
Lancaster,1,0,-100%,20240712,Althea,1748029276,listeners
Lewes,1,0,-100%,20240712,Althea,1748029276,listeners
Linhai,1,0,-100%,20240712,Althea,1748029276,listeners
Louisville,1,0,-100%,20240712,Althea,1748029276,listeners
Lubbock,3,0,-100%,20240712,Althea,1748029276,listeners
Lyon,1,0,-100%,20240712,Althea,1748029276,listeners
Madison,1,0,-100%,20240712,Althea,1748029276,listeners
Manistee,1,0,-100%,20240712,Althea,1748029276,listeners
Marseille,2,0,-100%,20240712,Althea,1748029276,listeners
Memphis,1,0,-100%,20240712,Althea,1748029276,listeners
Mesa,2,0,-100%,20240712,Althea,1748029276,listeners
Miami,5,0,-100%,20240712,Althea,1748029276,listeners
Munich,1,0,-100%,20240712,Althea,1748029276,listeners
Nagu,1,0,-100%,20240712,Althea,1748029276,listeners
Norfolk,1,0,-100%,20240712,Althea,1748029276,listeners
Oakland,1,0,-100%,20240712,Althea,1748029276,listeners
