City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,1,3,+200%,20250418,Slipping Away,1711474243,plays
Kingston,0,1,-,20250418,Slipping Away,1711474243,plays
Philadelphia,0,1,-,20250418,Slipping Away,1711474243,plays
Sacramento,0,1,-,20250418,Slipping Away,1711474243,plays
Raleigh,1,0,-100%,20250418,Slipping Away,1711474243,plays
