City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,7,11,+57%,20250314,Althea,1748029276,listeners
Bend,0,1,-,20250314,Althea,1748029276,listeners
Detroit,1,1,0%,20250314,Althea,1748029276,listeners
Fort Worth,0,1,-,20250314,Althea,1748029276,listeners
Los Angeles,0,1,-,20250314,Althea,1748029276,listeners
Milan,0,1,-,20250314,Althea,1748029276,listeners
New York City,0,1,-,20250314,Althea,1748029276,listeners
North Myrtle Beach,1,1,0%,20250314,Althea,1748029276,listeners
Omaha,0,1,-,20250314,Althea,1748029276,listeners
Portland,1,1,0%,20250314,Althea,1748029276,listeners
San Francisco,0,1,-,20250314,Althea,1748029276,listeners
Spokane,0,1,-,20250314,Althea,1748029276,listeners
Atlanta,0,0,-100%,20250314,Althea,1748029276,listeners
Charlotte,1,0,-100%,20250314,Althea,1748029276,listeners
Hartford,1,0,-100%,20250314,Althea,1748029276,listeners
Lisbon,1,0,-100%,20250314,Althea,1748029276,listeners
Madison,1,0,-100%,20250314,Althea,1748029276,listeners
