City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,4,19,+375%,20231110,Cycles,1711474233,listeners
Denver,1,3,+200%,20231110,Cycles,1711474233,listeners
Albuquerque,0,1,-,20231110,Cycles,1711474233,listeners
Baltimore,1,1,0%,20231110,Cycles,1711474233,listeners
Dallas,0,1,-,20231110,Cycles,1711474233,listeners
Daytona Beach,0,1,-,20231110,Cycles,1711474233,listeners
Durango,0,1,-,20231110,Cycles,1711474233,listeners
Fort Collins,0,1,-,20231110,Cycles,1711474233,listeners
Gunnison,0,1,-,20231110,Cycles,1711474233,listeners
Hong Kong,0,1,-,20231110,Cycles,1711474233,listeners
Houston,0,1,-,20231110,Cycles,1711474233,listeners
Las Vegas,0,1,-,20231110,Cycles,1711474233,listeners
Mexico City,0,1,-,20231110,Cycles,1711474233,listeners
New York City,0,1,-,20231110,Cycles,1711474233,listeners
Raleigh,0,1,-,20231110,Cycles,1711474233,listeners
Rochester,0,1,-,20231110,Cycles,1711474233,listeners
Saint George's,0,1,-,20231110,Cycles,1711474233,listeners
Venice,0,1,-,20231110,Cycles,1711474233,listeners
Burlington,0,0,-,20231110,Cycles,1711474233,listeners
Danbury,1,0,-100%,20231110,Cycles,1711474233,listeners
Kingston Upon Hull,0,0,-,20231110,Cycles,1711474233,listeners
Leesburg,0,0,-,20231110,Cycles,1711474233,listeners
London,0,0,-,20231110,Cycles,1711474233,listeners
Vancouver,1,0,-100%,20231110,Cycles,1711474233,listeners
