City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure,Grouping,Δ Plays,% Δ
Aberdeen,0,1,-,2024-07-12,Althea,1748029276,,city,,
Aberdeen,0,1,-,2024-07-12,Althea,1748029276,listeners,city,0.0,0.0
Aberdeen,1,0,-100%,2024-07-19,Althea,1748029276,listeners,city,-1.0,-100.0
Aberdeen,1,0,-100%,2024-07-19,Althea,1748029276,,city,0.0,
Adelaide,0,1,-,2024-06-21,Althea,1748029276,listeners,city,,
Adelaide,0,1,-,2024-06-21,Althea,1748029276,,city,0.0,0.0
Adelaide,0,1,-,2024-07-05,Althea,1748029276,listeners,city,0.0,0.0
Adelaide,1,2,+100%,2024-07-12,Althea,1748029276,,city,1.0,100.0
Adelaide,1,2,+100%,2024-07-12,Althea,1748029276,listeners,city,0.0,0.0
Adelaide,2,0,-100%,2024-07-19,Althea,1748029276,listeners,city,-2.0,-100.0
Adelaide,2,0,-100%,2024-07-19,Althea,1748029276,,city,0.0,
Adelaide,0,1,-,2024-09-27,Althea,1748029276,,city,1.0,inf
Adelaide,0,1,-,2024-09-27,Althea,1748029276,listeners,city,0.0,0.0
Adelaide,1,0,-100%,2024-10-04,Althea,1748029276,listeners,city,-1.0,-100.0
Adelaide,1,0,-100%,2024-10-04,Althea,1748029276,,city,0.0,
Akron,0,1,-,2024-06-21,Althea,1748029276,listeners,city,,
Akron,0,1,-,2024-06-21,Althea,1748029276,,city,0.0,0.0
Akron,1,2,+100%,2024-06-28,Althea,1748029276,listeners,city,1.0,100.0
Akron,2,1,-50%,2024-07-05,Althea,1748029276,listeners,city,-1.0,-50.0
Akron,2,1,-50%,2024-07-12,Althea,1748029276,,city,0.0,0.0
Akron,1,1,0%,2024-07-12,Althea,1748029276,listeners,city,0.0,0.0
Akron,1,0,-100%,2024-07-19,Althea,1748029276,listeners,city,-1.0,-100.0
Akron,1,0,-100%,2024-07-19,Althea,1748029276,,city,0.0,
Akron,0,1,-,2024-12-20,Althea,1748029276,,city,1.0,inf
Akron,0,1,-,2024-12-20,Althea,1748029276,listeners,city,0.0,0.0
Akron,1,0,-100%,2024-12-27,Althea,1748029276,,city,-1.0,-100.0
Akron,1,0,-100%,2024-12-27,Althea,1748029276,listeners,city,0.0,
Akron,0,0,-,2025-03-21,That Thing,1807227251,listeners,city,,
Akron,0,1,-,2025-03-21,That Thing,1807227251,,city,1.0,inf
Akron,1,0,-100%,2025-03-28,That Thing,1807227251,,city,-1.0,-100.0
Akron,0,0,-100%,2025-03-28,That Thing,1807227251,listeners,city,0.0,
Albany,0,1,-,2024-06-21,Althea,1748029276,listeners,city,,
Albany,0,1,-,2024-06-21,Althea,1748029276,,city,0.0,0.0
Albany,1,1,0%,2024-06-28,Althea,1748029276,listeners,city,0.0,0.0
Albany,1,0,-100%,2024-07-05,Althea,1748029276,listeners,city,-1.0,-100.0
Albany,0,1,-,2024-07-12,Althea,1748029276,,city,1.0,inf
Albany,0,1,-,2024-07-12,Althea,1748029276,listeners,city,0.0,0.0
Albany,1,0,-100%,2024-07-19,Althea,1748029276,listeners,city,-1.0,-100.0
Albany,1,0,-100%,2024-07-19,Althea,1748029276,,city,0.0,
Albuquerque,0,1,-,2023-11-10,Cycles,1711474233,listeners,city,,
Albuquerque,0,2,-,2023-11-10,Cycles,1711474233,,city,1.0,100.0
Albuquerque,1,1,0%,2023-11-17,Cycles,1711474233,listeners,city,-1.0,-50.0
Albuquerque,2,1,-50%,2023-11-17,Cycles,1711474233,,city,0.0,0.0
Albuquerque,1,0,-100%,2023-11-24,Cycles,1711474233,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2023-11-24,Cycles,1711474233,listeners,city,0.0,
Albuquerque,0,2,-,2023-11-10,What Home Is,1711474234,,city,,
Albuquerque,1,0,-100%,2023-11-17,What Home Is,1711474234,listeners,city,-2.0,-100.0
Albuquerque,2,0,-100%,2023-11-17,What Home Is,1711474234,,city,0.0,
Albuquerque,0,1,-,2023-11-10,Kid,1711474235,listeners,city,,
Albuquerque,0,2,-,2023-11-10,Kid,1711474235,,city,1.0,100.0
Albuquerque,1,0,-100%,2023-11-17,Kid,1711474235,listeners,city,-2.0,-100.0
Albuquerque,2,0,-100%,2023-11-17,Kid,1711474235,,city,0.0,
Albuquerque,0,1,-,2023-11-10,All In,1711474237,,city,,
Albuquerque,0,1,-,2023-11-10,All In,1711474237,listeners,city,0.0,0.0
Albuquerque,1,0,-100%,2023-11-17,All In,1711474237,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2023-11-17,All In,1711474237,listeners,city,0.0,
Albuquerque,0,2,-,2023-11-10,Holding On,1711474240,,city,,
Albuquerque,0,1,-,2023-11-10,Holding On,1711474240,listeners,city,-1.0,-50.0
Albuquerque,2,0,-100%,2023-11-17,Holding On,1711474240,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2023-11-17,Holding On,1711474240,listeners,city,0.0,
Albuquerque,0,1,-,2023-11-10,Easy,1711474241,,city,,
Albuquerque,0,1,-,2023-11-10,Easy,1711474241,listeners,city,0.0,0.0
Albuquerque,1,0,-100%,2023-11-17,Easy,1711474241,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2023-11-17,Easy,1711474241,listeners,city,0.0,
Albuquerque,0,1,-,2023-11-10,The Way That It Was,1711474242,listeners,city,,
Albuquerque,0,6,-,2023-11-10,The Way That It Was,1711474242,,city,5.0,500.0
Albuquerque,1,0,-100%,2023-11-17,The Way That It Was,1711474242,listeners,city,-6.0,-100.0
Albuquerque,6,0,-100%,2023-11-17,The Way That It Was,1711474242,,city,0.0,
Albuquerque,0,1,-,2024-01-12,The Way That It Was,1711474242,listeners,city,1.0,inf
Albuquerque,0,1,-,2024-01-12,The Way That It Was,1711474242,,city,0.0,0.0
Albuquerque,1,0,-100%,2024-01-19,The Way That It Was,1711474242,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2024-01-19,The Way That It Was,1711474242,listeners,city,0.0,
Albuquerque,0,1,-,2023-11-10,Slipping Away,1711474243,listeners,city,,
Albuquerque,0,3,-,2023-11-10,Slipping Away,1711474243,,city,2.0,200.0
Albuquerque,1,0,-100%,2023-11-17,Slipping Away,1711474243,listeners,city,-3.0,-100.0
Albuquerque,3,0,-100%,2023-11-17,Slipping Away,1711474243,,city,0.0,
Albuquerque,0,1,-,2024-01-12,Slipping Away,1711474243,listeners,city,1.0,inf
Albuquerque,0,1,-,2024-01-12,Slipping Away,1711474243,,city,0.0,0.0
Albuquerque,1,0,-100%,2024-01-19,Slipping Away,1711474243,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2024-01-19,Slipping Away,1711474243,listeners,city,0.0,
Albuquerque,0,1,-,2024-06-21,Althea,1748029276,listeners,city,,
Albuquerque,0,1,-,2024-06-21,Althea,1748029276,,city,0.0,0.0
Albuquerque,1,4,+300%,2024-06-28,Althea,1748029276,listeners,city,3.0,300.0
Albuquerque,4,0,-100%,2024-07-05,Althea,1748029276,listeners,city,-4.0,-100.0
Albuquerque,0,0,-,2024-07-19,Althea,1748029276,listeners,city,0.0,
Albuquerque,0,2,-,2024-07-19,Althea,1748029276,,city,2.0,inf
Albuquerque,0,1,-,2024-07-26,Althea,1748029276,listeners,city,-1.0,-50.0
Albuquerque,2,1,-50%,2024-07-26,Althea,1748029276,,city,0.0,0.0
Albuquerque,1,2,+100%,2024-08-02,Althea,1748029276,listeners,city,1.0,100.0
Albuquerque,1,2,+100%,2024-08-02,Althea,1748029276,,city,0.0,0.0
Albuquerque,2,0,-100%,2024-08-09,Althea,1748029276,,city,-2.0,-100.0
Albuquerque,2,0,-100%,2024-08-09,Althea,1748029276,listeners,city,0.0,
Albuquerque,0,1,-,2025-03-21,That Thing,1807227251,listeners,city,,
Albuquerque,0,1,-,2025-03-21,That Thing,1807227251,,city,0.0,0.0
Albuquerque,1,0,-100%,2025-03-28,That Thing,1807227251,,city,-1.0,-100.0
Albuquerque,1,0,-100%,2025-03-28,That Thing,1807227251,listeners,city,0.0,
Albuquerque,0,1,-,2025-04-11,That Thing,1807227251,,city,1.0,inf
Albuquerque,0,1,-,2025-04-11,That Thing,1807227251,listeners,city,0.0,0.0
Albuquerque,1,0,-100%,2025-04-18,That Thing,1807227251,listeners,city,-1.0,-100.0
Albuquerque,1,0,-100%,2025-04-18,That Thing,1807227251,plays,city,0.0,
Alexandria,0,1,-,2024-07-05,Althea,1748029276,listeners,city,,
Alexandria,1,0,-100%,2024-07-12,Althea,1748029276,,city,-1.0,-100.0
Alexandria,1,0,-100%,2024-07-12,Althea,1748029276,listeners,city,0.0,
All Cities,4,19,+375%,2023-11-10,Cycles,1711474233,listeners,city,,
All Cities,4,37,+825%,2023-11-10,Cycles,1711474233,,city,18.0,94.73684210526316
All Cities,19,11,-42%,2023-11-17,Cycles,1711474233,listeners,city,-26.0,-70.27027027027026
All Cities,37,13,-65%,2023-11-17,Cycles,1711474233,,city,2.0,18.181818181818187
All Cities,13,16,+23%,2023-11-24,Cycles,1711474233,,city,3.0,23.076923076923084
All Cities,11,11,0%,2023-11-24,Cycles,1711474233,listeners,city,-5.0,-31.25
All Cities,11,6,-45%,2023-12-01,Cycles,1711474233,listeners,city,-5.0,-45.45454545454546
All Cities,16,6,-63%,2023-12-01,Cycles,1711474233,,city,0.0,0.0
All Cities,6,9,+50%,2023-12-08,Cycles,1711474233,,city,3.0,50.0
All Cities,6,8,+33%,2023-12-08,Cycles,1711474233,listeners,city,-1.0,-11.111111111111116
All Cities,8,8,0%,2023-12-15,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,9,14,+56%,2023-12-15,Cycles,1711474233,,city,6.0,75.0
All Cities,14,9,-36%,2023-12-22,Cycles,1711474233,,city,-5.0,-35.71428571428571
All Cities,8,7,-13%,2023-12-22,Cycles,1711474233,listeners,city,-2.0,-22.22222222222222
All Cities,7,6,-14%,2023-12-29,Cycles,1711474233,listeners,city,-1.0,-14.28571428571429
All Cities,9,8,-11%,2023-12-29,Cycles,1711474233,,city,2.0,33.33333333333333
All Cities,6,1,-83%,2024-01-05,Cycles,1711474233,listeners,city,-7.0,-87.5
All Cities,8,2,-75%,2024-01-05,Cycles,1711474233,,city,1.0,100.0
All Cities,1,2,+100%,2024-01-12,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,3,+50%,2024-01-12,Cycles,1711474233,,city,1.0,50.0
All Cities,3,4,+33%,2024-01-19,Cycles,1711474233,,city,1.0,33.33333333333333
All Cities,2,4,+100%,2024-01-19,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,4,5,+25%,2024-01-26,Cycles,1711474233,,city,1.0,25.0
All Cities,4,2,-50%,2024-01-26,Cycles,1711474233,listeners,city,-3.0,-60.0
All Cities,2,2,0%,2024-02-02,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,5,4,-20%,2024-02-02,Cycles,1711474233,,city,2.0,100.0
All Cities,4,2,-50%,2024-02-09,Cycles,1711474233,,city,-2.0,-50.0
All Cities,2,2,0%,2024-02-09,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,1,-50%,2024-02-16,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,2,2,0%,2024-02-16,Cycles,1711474233,,city,1.0,100.0
All Cities,2,0,-100%,2024-02-23,Cycles,1711474233,,city,-2.0,-100.0
All Cities,1,0,-100%,2024-02-23,Cycles,1711474233,listeners,city,0.0,
All Cities,0,2,-,2024-03-01,Cycles,1711474233,listeners,city,2.0,inf
All Cities,0,5,-,2024-03-01,Cycles,1711474233,,city,3.0,150.0
All Cities,5,3,-40%,2024-03-08,Cycles,1711474233,,city,-2.0,-40.0
All Cities,2,2,0%,2024-03-08,Cycles,1711474233,listeners,city,-1.0,-33.333333333333336
All Cities,2,4,+100%,2024-03-15,Cycles,1711474233,listeners,city,2.0,100.0
All Cities,3,5,+67%,2024-03-15,Cycles,1711474233,,city,1.0,25.0
All Cities,5,9,+80%,2024-03-22,Cycles,1711474233,,city,4.0,80.0
All Cities,4,2,-50%,2024-03-22,Cycles,1711474233,listeners,city,-7.0,-77.77777777777779
All Cities,2,1,-50%,2024-03-29,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,9,1,-89%,2024-03-29,Cycles,1711474233,,city,0.0,0.0
All Cities,1,4,+300%,2024-04-05,Cycles,1711474233,listeners,city,3.0,300.0
All Cities,1,4,+300%,2024-04-05,Cycles,1711474233,,city,0.0,0.0
All Cities,4,3,-25%,2024-04-12,Cycles,1711474233,listeners,city,-1.0,-25.0
All Cities,4,3,-25%,2024-04-12,Cycles,1711474233,,city,0.0,0.0
All Cities,3,4,+33%,2024-04-19,Cycles,1711474233,,city,1.0,33.33333333333333
All Cities,3,3,0%,2024-04-19,Cycles,1711474233,listeners,city,-1.0,-25.0
All Cities,4,2,-50%,2024-04-26,Cycles,1711474233,,city,-1.0,-33.333333333333336
All Cities,3,2,-33%,2024-04-26,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,0,-100%,2024-05-03,Cycles,1711474233,listeners,city,-2.0,-100.0
All Cities,2,0,-100%,2024-05-03,Cycles,1711474233,,city,0.0,
All Cities,0,3,-,2024-05-10,Cycles,1711474233,listeners,city,3.0,inf
All Cities,0,3,-,2024-05-10,Cycles,1711474233,,city,0.0,0.0
All Cities,3,4,+33%,2024-05-17,Cycles,1711474233,listeners,city,1.0,33.33333333333333
All Cities,3,4,+33%,2024-05-17,Cycles,1711474233,,city,0.0,0.0
All Cities,4,1,-75%,2024-05-24,Cycles,1711474233,,city,-3.0,-75.0
All Cities,4,1,-75%,2024-05-24,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-05-31,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-05-31,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,2,+100%,2024-06-07,Cycles,1711474233,listeners,city,1.0,100.0
All Cities,1,2,+100%,2024-06-07,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-06-14,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,3,+50%,2024-06-14,Cycles,1711474233,,city,1.0,50.0
All Cities,3,9,+200%,2024-06-21,Cycles,1711474233,,city,6.0,200.0
All Cities,2,6,+200%,2024-06-21,Cycles,1711474233,listeners,city,-3.0,-33.333333333333336
All Cities,6,4,-33%,2024-06-28,Cycles,1711474233,listeners,city,-2.0,-33.333333333333336
All Cities,9,6,-33%,2024-06-28,Cycles,1711474233,,city,2.0,50.0
All Cities,4,2,-50%,2024-07-05,Cycles,1711474233,listeners,city,-4.0,-66.66666666666667
All Cities,6,2,-67%,2024-07-05,Cycles,1711474233,,city,0.0,0.0
All Cities,2,0,-100%,2024-07-12,Cycles,1711474233,listeners,city,-2.0,-100.0
All Cities,2,0,-100%,2024-07-12,Cycles,1711474233,,city,0.0,
All Cities,0,5,-,2024-07-19,Cycles,1711474233,,city,5.0,inf
All Cities,0,5,-,2024-07-19,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,5,5,0%,2024-07-26,Cycles,1711474233,,city,0.0,0.0
All Cities,5,3,-40%,2024-07-26,Cycles,1711474233,listeners,city,-2.0,-40.0
All Cities,5,6,+20%,2024-08-02,Cycles,1711474233,,city,3.0,100.0
All Cities,3,2,-33%,2024-08-02,Cycles,1711474233,listeners,city,-4.0,-66.66666666666667
All Cities,2,1,-50%,2024-08-09,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,6,1,-83%,2024-08-09,Cycles,1711474233,,city,0.0,0.0
All Cities,1,2,+100%,2024-08-16,Cycles,1711474233,,city,1.0,100.0
All Cities,1,2,+100%,2024-08-16,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,2,0%,2024-08-23,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,2,0%,2024-08-23,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-08-30,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,2,0%,2024-08-30,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-09-06,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-09-06,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,6,+200%,2024-09-13,Cycles,1711474233,,city,4.0,200.0
All Cities,2,2,0%,2024-09-13,Cycles,1711474233,listeners,city,-4.0,-66.66666666666667
All Cities,2,3,+50%,2024-09-20,Cycles,1711474233,listeners,city,1.0,50.0
All Cities,6,22,+267%,2024-09-20,Cycles,1711474233,,city,19.0,633.3333333333333
All Cities,3,1,-67%,2024-09-27,Cycles,1711474233,listeners,city,-21.0,-95.45454545454545
All Cities,22,1,-95%,2024-09-27,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-10-04,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-10-04,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,7,+600%,2024-10-11,Cycles,1711474233,,city,6.0,600.0
All Cities,1,2,+100%,2024-10-11,Cycles,1711474233,listeners,city,-5.0,-71.42857142857143
All Cities,2,1,-50%,2024-10-18,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,7,3,-57%,2024-10-18,Cycles,1711474233,,city,2.0,200.0
All Cities,1,2,+100%,2024-10-25,Cycles,1711474233,listeners,city,-1.0,-33.333333333333336
All Cities,3,6,+100%,2024-10-25,Cycles,1711474233,,city,4.0,200.0
All Cities,6,0,-100%,2024-11-01,Cycles,1711474233,,city,-6.0,-100.0
All Cities,2,0,-100%,2024-11-01,Cycles,1711474233,listeners,city,0.0,
All Cities,0,2,-,2024-11-08,Cycles,1711474233,listeners,city,2.0,inf
All Cities,0,2,-,2024-11-08,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-11-15,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2024-11-15,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,1,-50%,2024-11-22,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,2,1,-50%,2024-11-22,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-11-29,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-11-29,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,5,+400%,2024-12-06,Cycles,1711474233,,city,4.0,400.0
All Cities,1,2,+100%,2024-12-06,Cycles,1711474233,listeners,city,-3.0,-60.0
All Cities,5,1,-80%,2024-12-13,Cycles,1711474233,,city,-1.0,-50.0
All Cities,2,1,-50%,2024-12-13,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-12-20,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-12-20,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2024-12-27,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-12-27,Cycles,1711474233,,city,0.0,0.0
All Cities,1,4,+300%,2025-01-03,Cycles,1711474233,listeners,city,3.0,300.0
All Cities,1,4,+300%,2025-01-03,Cycles,1711474233,,city,0.0,0.0
All Cities,4,2,-50%,2025-01-10,Cycles,1711474233,listeners,city,-2.0,-50.0
All Cities,4,3,-25%,2025-01-10,Cycles,1711474233,,city,1.0,50.0
All Cities,2,5,+150%,2025-01-17,Cycles,1711474233,listeners,city,2.0,66.66666666666667
All Cities,3,8,+167%,2025-01-17,Cycles,1711474233,,city,3.0,60.00000000000001
All Cities,8,2,-75%,2025-01-24,Cycles,1711474233,,city,-6.0,-75.0
All Cities,5,1,-80%,2025-01-24,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,2,2,0%,2025-01-31,Cycles,1711474233,,city,1.0,100.0
All Cities,1,2,+100%,2025-01-31,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,2,0%,2025-02-07,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,2,0%,2025-02-07,Cycles,1711474233,,city,0.0,0.0
All Cities,2,1,-50%,2025-02-14,Cycles,1711474233,listeners,city,-1.0,-50.0
All Cities,2,1,-50%,2025-02-14,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2025-02-21,Cycles,1711474233,,city,0.0,0.0
All Cities,1,1,0%,2025-02-21,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,1,5,+400%,2025-02-28,Cycles,1711474233,listeners,city,4.0,400.0
All Cities,1,5,+400%,2025-02-28,Cycles,1711474233,,city,0.0,0.0
All Cities,5,5,0%,2025-03-07,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,5,6,+20%,2025-03-07,Cycles,1711474233,,city,1.0,19.999999999999996
All Cities,5,2,-60%,2025-03-14,Cycles,1711474233,listeners,city,-4.0,-66.66666666666667
All Cities,6,4,-33%,2025-03-14,Cycles,1711474233,,city,2.0,100.0
All Cities,4,6,+50%,2025-03-21,Cycles,1711474233,,city,2.0,50.0
All Cities,2,4,+100%,2025-03-21,Cycles,1711474233,listeners,city,-2.0,-33.333333333333336
All Cities,4,2,-50%,2025-03-28,Cycles,1711474233,listeners,city,-2.0,-50.0
All Cities,6,2,-67%,2025-03-28,Cycles,1711474233,,city,0.0,0.0
All Cities,2,2,0%,2025-04-04,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,4,+100%,2025-04-04,Cycles,1711474233,,city,2.0,100.0
All Cities,2,2,0%,2025-04-11,Cycles,1711474233,listeners,city,-2.0,-50.0
All Cities,4,3,-25%,2025-04-11,Cycles,1711474233,,city,1.0,50.0
All Cities,3,4,+33%,2025-04-18,Cycles,1711474233,plays,city,1.0,33.33333333333333
All Cities,2,4,+100%,2025-04-18,Cycles,1711474233,listeners,city,0.0,0.0
All Cities,2,29,"+1,350%",2023-11-10,What Home Is,1711474234,,city,,
All Cities,16,7,-56%,2023-11-17,What Home Is,1711474234,listeners,city,-22.0,-75.86206896551724
All Cities,29,9,-69%,2023-11-17,What Home Is,1711474234,,city,2.0,28.57142857142858
All Cities,9,8,-11%,2023-11-24,What Home Is,1711474234,,city,-1.0,-11.111111111111116
All Cities,7,7,0%,2023-11-24,What Home Is,1711474234,listeners,city,-1.0,-12.5
All Cities,7,4,-43%,2023-12-01,What Home Is,1711474234,listeners,city,-3.0,-42.85714285714286
All Cities,8,4,-50%,2023-12-01,What Home Is,1711474234,,city,0.0,0.0
All Cities,4,7,+75%,2023-12-08,What Home Is,1711474234,,city,3.0,75.0
All Cities,7,4,-43%,2023-12-15,What Home Is,1711474234,listeners,city,-3.0,-42.85714285714286
All Cities,7,7,0%,2023-12-15,What Home Is,1711474234,,city,3.0,75.0
All Cities,7,8,+14%,2023-12-22,What Home Is,1711474234,,city,1.0,14.28571428571428
All Cities,4,6,+50%,2023-12-22,What Home Is,1711474234,listeners,city,-2.0,-25.0
All Cities,6,3,-50%,2023-12-29,What Home Is,1711474234,listeners,city,-3.0,-50.0
All Cities,8,5,-38%,2023-12-29,What Home Is,1711474234,,city,2.0,66.66666666666667
All Cities,3,0,-100%,2024-01-05,What Home Is,1711474234,listeners,city,-5.0,-100.0
All Cities,5,0,-100%,2024-01-05,What Home Is,1711474234,,city,0.0,
All Cities,0,3,-,2024-01-12,What Home Is,1711474234,listeners,city,3.0,inf
All Cities,0,4,-,2024-01-12,What Home Is,1711474234,,city,1.0,33.33333333333333
All Cities,4,1,-75%,2024-01-19,What Home Is,1711474234,,city,-3.0,-75.0
All Cities,3,1,-67%,2024-01-19,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,3,+200%,2024-01-26,What Home Is,1711474234,,city,2.0,200.0
All Cities,1,2,+100%,2024-01-26,What Home Is,1711474234,listeners,city,-1.0,-33.333333333333336
All Cities,2,1,-50%,2024-02-02,What Home Is,1711474234,listeners,city,-1.0,-50.0
All Cities,3,4,+33%,2024-02-02,What Home Is,1711474234,,city,3.0,300.0
All Cities,4,2,-50%,2024-02-09,What Home Is,1711474234,,city,-2.0,-50.0
All Cities,1,2,+100%,2024-02-09,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,2,2,0%,2024-02-16,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,2,3,+50%,2024-02-16,What Home Is,1711474234,,city,1.0,50.0
All Cities,3,1,-67%,2024-02-23,What Home Is,1711474234,,city,-2.0,-66.66666666666667
All Cities,2,1,-50%,2024-02-23,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,2,+100%,2024-03-01,What Home Is,1711474234,listeners,city,1.0,100.0
All Cities,1,2,+100%,2024-03-01,What Home Is,1711474234,,city,0.0,0.0
All Cities,2,1,-50%,2024-03-08,What Home Is,1711474234,,city,-1.0,-50.0
All Cities,2,1,-50%,2024-03-08,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-03-15,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-03-15,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,5,+400%,2024-03-22,What Home Is,1711474234,,city,4.0,400.0
All Cities,1,2,+100%,2024-03-22,What Home Is,1711474234,listeners,city,-3.0,-60.0
All Cities,2,0,-100%,2024-03-29,What Home Is,1711474234,listeners,city,-2.0,-100.0
All Cities,5,0,-100%,2024-03-29,What Home Is,1711474234,,city,0.0,
All Cities,0,1,-,2024-04-05,What Home Is,1711474234,listeners,city,1.0,inf
All Cities,0,1,-,2024-04-05,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,1,0%,2024-04-12,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-04-12,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,1,0%,2024-04-19,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,1,0%,2024-04-19,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,5,+400%,2024-04-26,What Home Is,1711474234,,city,4.0,400.0
All Cities,1,3,+200%,2024-04-26,What Home Is,1711474234,listeners,city,-2.0,-40.0
All Cities,3,1,-67%,2024-05-03,What Home Is,1711474234,listeners,city,-2.0,-66.66666666666667
All Cities,5,1,-80%,2024-05-03,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,3,+200%,2024-05-10,What Home Is,1711474234,listeners,city,2.0,200.0
All Cities,1,3,+200%,2024-05-10,What Home Is,1711474234,,city,0.0,0.0
All Cities,3,2,-33%,2024-05-17,What Home Is,1711474234,listeners,city,-1.0,-33.333333333333336
All Cities,3,3,0%,2024-05-17,What Home Is,1711474234,,city,1.0,50.0
All Cities,3,1,-67%,2024-05-24,What Home Is,1711474234,,city,-2.0,-66.66666666666667
All Cities,2,1,-50%,2024-05-24,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,1,0%,2024-05-31,What Home Is,1711474234,,city,0.0,0.0
All Cities,1,1,0%,2024-05-31,What Home Is,1711474234,listeners,city,0.0,0.0
All Cities,1,2,+100%,2024-06-07,What Home Is,1711474234,listeners,city,1.0,100.0
All Cities,1,2,+100%,2024-06-07,What Home Is,1711474234,,city,0.0,0.0
All Cities,2,4,+100%,2024-06-14,What Home Is,1711474234,listeners,city,2.0,100.0
All Cities,2,9,+350%,2024-06-14,What Home Is,1711474234,,city,5.0,125.0
All Cities,9,8,-11%,2024-06-21,What Home Is,1711474234,,city,-1.0,-11.111111111111116
All Cities,4,5,+25%,2024-06-21,What Home Is,1711474234,listeners,city,-3.0,-37.5
All Cities,5,3,-40%,2024-06-28,What Home Is,1711474234,listeners,city,-2.0,-40.0
All Cities,8,3,-63%,2024-06-28,What Home Is,1711474234,,city,0.0,0.0
All Cities,3,1,-67%,2024-07-05,What Home Is,1711474234,listeners,city,-2.0,-66.66666666666667
All Cities,3,1,-67%,2024-07-05,What Home Is,1711474234,,city,0.0,0.0
