City,Previous Period,Current Period,% Change,Week,Song,Song ID
Sacramento,0,1,-,20250321,That Thing,1807227251
San Antonio,0,1,-,20250321,That Thing,1807227251
Sandpoint,0,1,-,20250321,That Thing,1807227251
Sapporo,0,1,-,20250321,That Thing,1807227251
Star Valley Ranch,0,1,-,20250321,That Thing,1807227251
Stonecrest,0,1,-,20250321,That Thing,1807227251
Syracuse,0,1,-,20250321,That Thing,1807227251
Tacoma,0,1,-,20250321,That Thing,1807227251
Taipei,0,1,-,20250321,That Thing,1807227251
Tallinn,0,1,-,20250321,That Thing,1807227251
Tokyo,0,1,-,20250321,That Thing,1807227251
Traverse City,0,1,-,20250321,That Thing,1807227251
Tucson,0,1,-,20250321,That Thing,1807227251
Vienna,0,1,-,20250321,That Thing,1807227251
Watertown,0,1,-,20250321,That Thing,1807227251
Waukesha,0,1,-,20250321,That Thing,1807227251
Wausau,0,1,-,20250321,That Thing,1807227251
Wenatchee,0,1,-,20250321,That Thing,1807227251
Wilmington,0,1,-,20250321,That Thing,1807227251
Winston-Salem,0,1,-,20250321,That Thing,1807227251
Worcester,0,1,-,20250321,That Thing,1807227251
